query_text	PMid	title	source	time_article_has_been_cited	pubdate
glioma AND expression AND PIK3R1[Gene]	25031725	LncRNA TSLC1-AS1 is a novel tumor suppressor in glioma.	Int J Clin Exp Pathol	18	2014
glioma AND expression AND PIK3R1[Gene]	26286747	MicroRNA-542-3p Suppresses Tumor Cell Invasion via Targeting AKT Pathway in Human Astrocytoma.	J Biol Chem	14	2015 Oct 9
glioma AND expression AND PIK3R1[Gene]	23441165	High-resolution mutational profiling suggests the genetic validity of glioblastoma patient-derived pre-clinical models.	PLoS One	12	2013
glioma AND expression AND PIK3R1[Gene]	30053126	Subtype-specific signaling pathways and genomic aberrations associated with prognosis of glioblastoma.	Neuro Oncol	1	2019 Jan 1
glioma AND expression AND PIK3R1[Gene]	28785028	PIK3R1Met326Ile germline mutation correlates with cysteine-rich protein 61 expression and poor prognosis in glioblastoma.	Sci Rep	1	2017 Aug 7
glioma AND expression AND PIK3R1[Gene]	31290679	Comparative proteogenomic characterization of glioblastoma.	CNS Oncol		2019 Jun
glioma AND expression AND PIK3R1[Gene]	31008529	Polycomb complex mediated epigenetic reprogramming alters TGF-β signaling via a novel EZH2/miR-490/TGIF2 axis thereby inducing migration and EMT potential in glioblastomas.	Int J Cancer		2019 Sep 1
glioma AND expression AND PML[Gene]	9010300	Activity of JC virus archetype and PML-type regulatory regions in glial cells.	J Gen Virol	9	1997 Jan
glioma AND expression AND PML[Gene]	15671549	A robust assay for alternative lengthening of telomeres in tumors shows the significance of alternative lengthening of telomeres in sarcomas and astrocytomas.	Clin Cancer Res	74	2005 Jan 1
glioma AND expression AND PML[Gene]	10998333	Human cytomegalovirus immediate-early gene 2 expression leads to JCV replication in nonpermissive cells via transcriptional activation of JCV T antigen.	Virology	6	2000 Sep 30
glioma AND expression AND PML[Gene]	10623737	Glial cell-specific regulation of the JC virus early promoter by large T antigen.	J Virol	6	2000 Jan
glioma AND expression AND PML[Gene]	11432836	PML mediates the interferon-induced antiviral state against a complex retrovirus via its association with the viral transactivator.	EMBO J	54	2001 Jul 2
glioma AND expression AND PML[Gene]	2159152	Trans-activation of the JC virus late promoter by the tat protein of type 1 human immunodeficiency virus in glial cells.	Proc Natl Acad Sci U S A	44	1990 May
glioma AND expression AND PML[Gene]	28526854	Induction of senescence in primary glioblastoma cells by serum and TGFβ.	Sci Rep	4	2017 May 19
glioma AND expression AND PML[Gene]	18812519	Promyelocytic leukemia protein induces apoptosis due to caspase-8 activation via the repression of NFkappaB activation in glioblastoma.	Neuro Oncol	4	2009 Apr
glioma AND expression AND PML[Gene]	9926918	Human ubiquitous JCV(CY) T-antigen gene induces brain tumors in experimental animals.	Oncogene	33	1999 Jan 7
glioma AND expression AND PML[Gene]	8818966	Evidence for a mechanism of demyelination by human JC virus: negative transcriptional regulation of RNA and protein levels from myelin basic protein gene by large tumor antigen in human glioblastoma cells.	J Med Virol	3	1996 Jul
glioma AND expression AND PML[Gene]	23440206	PML mediates glioblastoma resistance to mammalian target of rapamycin (mTOR)-targeted therapies.	Proc Natl Acad Sci U S A	21	2013 Mar 12
glioma AND expression AND PML[Gene]	16297951	JC virus induces altered patterns of cellular gene expression: interferon-inducible genes as major transcriptional targets.	Virology	21	2006 Feb 20
glioma AND expression AND PML[Gene]	24487962	USP11 regulates PML stability to control Notch-induced malignancy in brain tumours.	Nat Commun	20	2014
glioma AND expression AND PML[Gene]	10576656	Altered expression of the suppressors PML and p53 in glioblastoma cells with the antisense-EGF-receptor.	Br J Cancer	2	1999 Nov
glioma AND expression AND PML[Gene]	22641694	Formation of telomeric repeat-containing RNA (TERRA) foci in highly proliferating mouse cerebellar neuronal progenitors and medulloblastoma.	J Cell Sci	17	2012 Sep 15
glioma AND expression AND PML[Gene]	17201119	Analysis of a mutant p53 protein arising in a medulloblastoma from a mouse transgenic for the JC virus early region.	Anticancer Res	14	2006 Nov-Dec
glioma AND expression AND PML[Gene]	22834637	Potential of anti-cancer therapy based on anti-miR-155 oligonucleotides in glioma and brain tumours.	Chem Biol Drug Des	11	2013 Jan
glioma AND expression AND PML[Gene]	22362285	Molecular targeting therapy against promyelocytic leukemia protein using arsenic acids in experimental intracranial medulloblastoma.	Neurol Med Chir (Tokyo)		2012
glioma AND expression AND PMS2[Gene]	15331927	Molecular mechanisms associated with chromosomal and microsatellite instability in sporadic glioblastoma multiforme.	Oncology	9	2004
glioma AND expression AND PMS2[Gene]	21425258	Promoter methylation and expression of MGMT and the DNA mismatch repair genes MLH1, MSH2, MSH6 and PMS2 in paired primary and recurrent glioblastomas.	Int J Cancer	65	2011 Aug 1
glioma AND expression AND PMS2[Gene]	25026297	Dissecting DNA repair in adult high grade gliomas for patient stratification in the post-genomic era.	Oncotarget	5	2014 Jul 30
glioma AND expression AND PMS2[Gene]	28371827	Mutational burden, immune checkpoint expression, and mismatch repair in glioma: implications for immune checkpoint immunotherapy.	Neuro Oncol	40	2017 Aug 1
glioma AND expression AND PMS2[Gene]	17993636	Multifocal anaplastic astrocytoma in a patient with hereditary colorectal cancer, transcobalamin II deficiency, agenesis of the corpus callosum, mental retardation, and inherited PMS2 mutation.	Neuro Oncol	3	2008 Feb
glioma AND expression AND PMS2[Gene]	17440981	Biallelic germline mutations of mismatch-repair genes: a possible cause for multiple pediatric malignancies.	Cancer	23	2007 Jun 1
glioma AND expression AND PMS2[Gene]	23255519	Anaplastic oligodendroglioma in an adolescent with Lynch syndrome.	Pediatr Blood Cancer	2	2013 Jun
glioma AND expression AND PMS2[Gene]	24259277	Reduction of MLH1 and PMS2 confers temozolomide resistance and is associated with recurrence of glioblastoma.	Oncotarget	17	2013 Dec
glioma AND expression AND PMS2[Gene]	11960598	Biochemical changes associated with a multidrug-resistant phenotype of a human glioma cell line with temozolomide-acquired resistance.	Biochem Pharmacol	14	2002 Apr 1
glioma AND expression AND PMS2[Gene]	21637783	Microsatellite instability in pediatric high grade glioma is associated with genomic profile and differential target gene inactivation.	PLoS One	13	2011
glioma AND expression AND PMS2[Gene]	9135006	Reduced expression of mismatch repair genes measured by multiplex reverse transcription-polymerase chain reaction in human gliomas.	Cancer Res	12	1997 May 1
glioma AND expression AND PMS2[Gene]	15340263	A homozygous MSH6 mutation in a child with café-au-lait spots, oligodendroglioma and rectal cancer.	Fam Cancer	10	2004
glioma AND expression AND PMS2[Gene]	29509313	Creutzfeldt astrocytes may be seen in IDH-wildtype glioblastoma and retain expression of DNA repair and chromatin binding proteins.	Brain Pathol		2018 Nov
glioma AND expression AND POLD1[Gene]	1	Reduced expression of DNA repair genes and chemosensitivity in 1p19q codeleted lower-grade gliomas.	J Neurooncol	1	2018 Sep
glioma AND expression AND POLE[Gene]	22537279	Molecular characterization of circumventricular organs and third ventricle ependyma in the rat: potential markers for periventricular tumors.	Neuropathology	6	2013 Feb
glioma AND expression AND POLE[Gene]	25313693	The future of antiangiogenic treatment in glioblastoma.	Curr Opin Neurol	5	2014 Dec
glioma AND expression AND POLE[Gene]	28371827	Mutational burden, immune checkpoint expression, and mismatch repair in glioma: implications for immune checkpoint immunotherapy.	Neuro Oncol	40	2017 Aug 1
glioma AND expression AND POLE[Gene]	27367907	Fenretinide (4-HPR) Targets Caspase-9, ERK 1/2 and the Wnt3a/β-Catenin Pathway in Medulloblastoma Cells and Medulloblastoma Cell Spheroids.	PLoS One	4	2016
glioma AND expression AND POLE[Gene]	25407774	Prognostic Relevance of Histomolecular Classification of Diffuse Adult High-Grade Gliomas with Necrosis.	Brain Pathol	4	2015 Jul
glioma AND expression AND POLE[Gene]	22619067	GAS41 amplification results in overexpression of a new spindle pole protein.	Genes Chromosomes Cancer	4	2012 Sep
glioma AND expression AND POLE[Gene]	24030701	The mTOR kinase inhibitors, CC214-1 and CC214-2, preferentially block the growth of EGFRvIII-activated glioblastomas.	Clin Cancer Res	15	2013 Oct 15
glioma AND expression AND POLE[Gene]	24723566	Mitotic index, microvascular proliferation, and necrosis define 3 groups of 1p/19q codeleted anaplastic oligodendrogliomas associated with different genomic alterations.	Neuro Oncol	14	2014 Sep
glioma AND expression AND POLE[Gene]	26826650	Calcium signaling orchestrates glioblastoma development: Facts and conjunctures.	Biochim Biophys Acta	13	2016 Jun
glioma AND expression AND POLE[Gene]	29936294	Serotonin and human cancer: A critical view.	Biochimie	1	2019 Jun
glioma AND expression AND POLE[Gene]	27807100	Successful Treatment of a Patient with Glioblastoma and a Germline POLE Mutation: Where Next?	Cancer Discov	1	2016 Nov
glioma AND expression AND POLE[Gene]	28467792	Assessment of citalopram and escitalopram on neuroblastoma cell lines. Cell toxicity and gene modulation.	Oncotarget		2017 Jun 27
glioma AND expression AND POT1[Gene]	23065374	Telomere profiling: toward glioblastoma personalized medicine.	Mol Neurobiol	9	2013 Feb
glioma AND expression AND POT1[Gene]	26143636	TERT promoter mutations and polymorphisms as prognostic factors in primary glioblastoma.	Oncotarget	24	2015 Jun 30
glioma AND expression AND PPARG[Gene]	30279734	Mesenchymal glioblastoma constitutes a major ceRNA signature in the TGF-β pathway.	Theranostics	2	2018
glioma AND expression AND PPARG[Gene]	22109108	Supratentorial and spinal pediatric ependymomas display a hypermethylated phenotype which includes the loss of tumor suppressor genes involved in the control of cell growth and death.	Acta Neuropathol	10	2012 May
glioma AND expression AND PPP6C[Gene]	25332711	AEG-1 expression correlates with CD133 and PPP6c levels in human glioma tissues.	J Biomed Res	2	2014 Sep
glioma AND expression AND PPP6C[Gene]	22395973	Integration of global spectral karyotyping, CGH arrays, and expression arrays reveals important genes in the pathogenesis of glioblastoma multiforme.	Ann Surg Oncol		2012 Jul
glioma AND expression AND PRDM1[Gene]	23348703	PRDM1 is directly targeted by miR-30a-5p and modulates the Wnt/β-catenin pathway in a Dkk1-dependent manner during glioma growth.	Cancer Lett	25	2013 May 1
glioma AND expression AND PRDM1[Gene]	19860666	Hedgehog target genes: mechanisms of carcinogenesis induced by aberrant hedgehog signaling activation.	Curr Mol Med	188	2009 Sep
glioma AND expression AND PRDM1[Gene]	28378641	Downregulation of PRDM1 promotes cellular invasion and lung cancer metastasis.	Tumour Biol		2017 Apr
glioma AND expression AND PRF1[Gene]	29515971	The Expression and Prognostic Impact of Immune Cytolytic Activity-Related Markers in Human Malignancies: A Comprehensive Meta-analysis.	Front Oncol	4	2018
glioma AND expression AND PRF1[Gene]	31202362	Can CpG methylation serve as surrogate markers for immune infiltration in cancer?	Adv Cancer Res		2019
glioma AND expression AND PRF1[Gene]	30353265	RNA-seq for identification of therapeutically targetable determinants of immune activation in human glioblastoma.	J Neurooncol		2019 Jan
glioma AND expression AND PRKAR1A[Gene]	1	Glioma exosomes mediate the expansion and function of myeloid-derived suppressor cells through microRNA-29a/Hbp1 and microRNA-92a/Prkar1a pathways.	Int J Cancer	3	2019 Jun 15
glioma AND expression AND PTCH1[Gene]	29531057	Lateral cerebellum is preferentially sensitive to high sonic hedgehog signaling and medulloblastoma formation.	Proc Natl Acad Sci U S A	6	2018 Mar 27
glioma AND expression AND PTCH1[Gene]	28703798	mTORC2 regulates hedgehog pathway activity by promoting stability to Gli2 protein and its nuclear translocation.	Cell Death Dis	6	2017 Jul 13
glioma AND expression AND PTCH1[Gene]	29222038	HDAC6 inhibition induces glioma stem cells differentiation and enhances cellular radiation sensitivity through the SHH/Gli1 signaling pathway.	Cancer Lett	4	2018 Feb 28
glioma AND expression AND PTCH1[Gene]	29276753	Indian Hedgehog Suppresses a Stromal Cell-Driven Intestinal Immune Response.	Cell Mol Gastroenterol Hepatol	3	2018
glioma AND expression AND PTCH1[Gene]	29274272	The role of the Hedgehog signaling pathway in cancer: A comprehensive review.	Bosn J Basic Med Sci	20	2018 Feb 20
glioma AND expression AND PTCH1[Gene]	29244790	Lentivirus-mediated silencing of the PTC1 and PTC2 genes promotes recovery from spinal cord injury by activating the Hedgehog signaling pathway in a rat model.	Exp Mol Med	2	2017 Dec 15
glioma AND expression AND PTCH1[Gene]	28986380	Astrocytes Promote Medulloblastoma Progression through Hedgehog Secretion.	Cancer Res	2	2017 Dec 1
glioma AND expression AND PTCH1[Gene]	29753700	Spectrum and prevalence of genetic predisposition in medulloblastoma: a retrospective genetic study and prospective validation in a clinical trial cohort.	Lancet Oncol	10	2018 Jun
glioma AND expression AND PTCH1[Gene]	30096798	Sonic Hedgehog Medulloblastoma Cancer Stem Cells Mirnome and Transcriptome Highlight Novel Functional Networks.	Int J Mol Sci	1	2018 Aug 8
glioma AND expression AND PTCH1[Gene]	29550418	SOX9 Transcriptionally Regulates mTOR-Induced Proliferation of Basal Cell Carcinomas.	J Invest Dermatol	1	2018 Aug
glioma AND expression AND PTCH1[Gene]	29187450	Oral Squamous Cell Carcinoma-derived Sonic Hedgehog Promotes Angiogenesis.	Anticancer Res	1	2017 Dec
glioma AND expression AND PTCH1[Gene]	29079783	Nanog-driven cell-reprogramming and self-renewal maintenance in Ptch1 &lt;sup&gt;+/-&lt;/sup&gt; granule cell precursors after radiation injury.	Sci Rep	1	2017 Oct 27
glioma AND expression AND PTCH1[Gene]	31120491	Placental sonic hedgehog pathway regulates foetal growth via insulin-like growth factor axis in preeclampsia.	J Clin Endocrinol Metab		2019 May 23
glioma AND expression AND PTCH1[Gene]	30795814	MiR-9 promotes tumorigenesis and angiogenesis and is activated by MYC and OCT4 in human glioma.	J Exp Clin Cancer Res		2019 Feb 22
glioma AND expression AND PTCH1[Gene]	30766964	Hedgehog Signaling Modulates Interleukin-33-Dependent Extrahepatic Bile Duct Cell Proliferation in Mice.	Hepatol Commun		2019 Feb
glioma AND expression AND PTCH1[Gene]	30452905	Genetic ablation of Gpr37l1 delays tumor occurrence in Ptch1&lt;sup&gt;+/-&lt;/sup&gt; mouse models of medulloblastoma.	Exp Neurol		2019 Feb
glioma AND expression AND PTCH1[Gene]	30127121	&lt;i&gt;Baihui&lt;/i&gt; (DU20)-penetrating-&lt;i&gt;Qubin&lt;/i&gt; (GB7) acupuncture inhibits apoptosis in the perihemorrhagic penumbra.	Neural Regen Res		2018 Sep
glioma AND expression AND PTCH1[Gene]	29691553	[Klf10 silencing inhibited mechanical force induced osteogenic differentiation of human periodontal ligament cells].	Shanghai Kou Qiang Yi Xue		2017 Dec
glioma AND expression AND PTCH1[Gene]	29582169	Medulloblastoma, WNT-activated/SHH-activated: clinical impact of molecular analysis and histogenetic evaluation.	Childs Nerv Syst		2018 May
glioma AND expression AND PTCH1[Gene]	29423837	Analysis of hedgehog signaling in periocular sebaceous carcinoma.	Graefes Arch Clin Exp Ophthalmol		2018 Apr
glioma AND expression AND PTEN[Gene]	31066040	Long noncoding RNA MT1JP inhibits proliferation, invasion, and migration while promoting apoptosis of glioma cells through the activation of PTEN/Akt signaling pathway.	J Cell Physiol	1	2019 Nov
glioma AND expression AND PTEN[Gene]	31025173	FGFR2-mediated phosphorylation of PTEN at tyrosine 240 contributes to the radioresistance of glioma.	J Cell Commun Signal	1	2019 Sep
